USBAL,NC,BARCO,,,,,,,,,,,,,,,,,,,,,,,,,1303,,,,,,,,,,1389,,,,1389," $1,539.00 "," $1,489.00 "," $1,464.00 ",ATL,86
USBAL,PA,BEDFORD,,,,,,805,800,,,,,,,,714,,,,,,,,,,875,,,,,,,,,,839,,,,800, $950.00 , $925.00 , $900.00 ,EWR,86
USBAL,VA,BENT MOUNTAIN,,,,,,,,,,,,,,,,,,,,,,,,,1363,,,,,,,,,,1449,,,,1449," $1,599.00 "," $1,574.00 "," $1,549.00 ",EWR,86
USBAL,VA,BUFFALO JUNCTION,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,,,,,1319,,,,1319," $1,469.00 "," $1,444.00 "," $1,419.00 ",EWR,86
USBAL,VA,CLIFTON FORGE,,,,,,,,,,,,,,,,,,,,,,,,,1183,,,,,,,,,,1269,,,,1269," $1,419.00 "," $1,394.00 "," $1,369.00 ",EWR,86
USBAL,PA,ENTRIKEN,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,,,,,,,839,,,,925," $1,075.00 "," $1,050.00 "," $1,025.00 ",EWR,86
USBAL,NC,GATESVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1243,,,,,,,,,,1329,,,,1329," $1,479.00 "," $1,429.00 "," $1,404.00 ",ATL,86
USBAL,NC,HAMILTON,,,,,,,,,,,,,,,,,,,,,,,,,1313,,,,,,,,,,1399,,,,1399," $1,549.00 "," $1,499.00 "," $1,474.00 ",ATL,86
USBAL,NY,LAGRANGEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1365,,,,,,,,,,1279,,,,1365," $1,515.00 "," $1,490.00 "," $1,465.00 ",EWR,86
USBAL,PA,LAURYS STATION,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBAL,NC,LOUISBURG,,,,,,,,,,,,,,,,,,,,,,,,,1313,,,,,,,,,,1399,,,,1399," $1,549.00 "," $1,499.00 "," $1,474.00 ",ATL,86
USBAL,PA,LOYALHANNA,,,,,,,,,,,,,,,,,,,,,,,,,953,,,,,,,,,,1039,,,,1039," $1,189.00 "," $1,164.00 "," $1,139.00 ",EWR,86
USBAL,VA,MONTVALE,,,,,,,,,,,,,,,,,,,,,,,,,1183,,,,,,,,,,1269,,,,1269," $1,419.00 "," $1,394.00 "," $1,369.00 ",EWR,86
USBAL,VA,NEW CHURCH,,,,,,,,,,,,,,,,,,,,,,,,,763,,,,,,,,,,849,,,,849, $999.00 , $974.00 , $949.00 ,EWR,86
USBAL,PA,OIL CITY,,,,,,,,,,,,,,,,,,,,,,,,,1515,,,,,,,,,,1429,,,,1515," $1,665.00 "," $1,640.00 "," $1,615.00 ",EWR,86
USBAL,WV,PIEDMONT,,,,,,,,,,,,,,,,,,,,,,,,,995,,,,,,,,,,909,,,,995," $1,145.00 "," $1,120.00 "," $1,095.00 ",EWR,86
USBAL,PA,SOUTH STERLING,,,,,,,,,,,,,,,,,,,,,,,,,953,,,,,,,,,,1039,,,,1039," $1,189.00 "," $1,164.00 "," $1,139.00 ",EWR,86
USBAL,PA,WELLERSBURG,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBAL,PA,WOODBURY,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBAL,NY,WURTSBORO,,,,,,,,,,,,,,,,,,,,,,,,,1345,,,,,,,,,,1259,,,,1345," $1,495.00 "," $1,470.00 "," $1,445.00 ",EWR,86
USBHM,AR,BATESVILLE,,,,,,1584,1360,,,,,,,,,,,,,,,,,,1446,,,,,,,,,,,,,,1446," $1,621.00 "," $1,571.00 "," $1,546.00 ",HOU,86
USBOS,NJ,BLOOMFIELD,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NY,BREWSTER,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,BROOKFIELD,,,,,,,,,,,,,,,,,,,,,,,,,1345,,,,,,,,,,1259,,,,1345," $1,495.00 "," $1,470.00 "," $1,445.00 ",EWR,86
USBOS,NY,BUSKIRK,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,CAMBRIDGE,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,CATSKILL,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NJ,CEDAR GROVE,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,ME,CORINTH,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NY,EAST GREENBUSH,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,EAST SPRINGFIELD,,,,,,,,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,1089,,,,1175," $1,325.00 "," $1,300.00 "," $1,275.00 ",EWR,86
USBOS,NJ,ELIZABETH,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,1109,,,,1195," $1,345.00 "," $1,320.00 "," $1,295.00 ",EWR,86
USBOS,NJ,FAIRFIELD,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,ME,GARLAND,,,,,,,,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,1089,,,,1175," $1,325.00 "," $1,300.00 "," $1,275.00 ",EWR,86
USBOS,NJ,GLEN RIDGE,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NY,GLENMONT,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,ME,JAY,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NH,JEFFERSON,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,ME,LEVANT,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,1109,,,,1195," $1,345.00 "," $1,320.00 "," $1,295.00 ",EWR,86
USBOS,ME,LIVERMORE FALLS,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NJ,MONTCLAIR,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,1109,,,,1195," $1,345.00 "," $1,320.00 "," $1,295.00 ",EWR,86
USBOS,NY,NAPANOCH,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,VT,NORTH POWNAL,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,ME,PEMAQUID,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NJ,PEQUANNOCK,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,1109,,,,1195," $1,345.00 "," $1,320.00 "," $1,295.00 ",EWR,86
USBOS,VT,PITTSFIELD,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NJ,POMPTON LAKES,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NJ,POMPTON PLAINS,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,1109,,,,1195," $1,345.00 "," $1,320.00 "," $1,295.00 ",EWR,86
USBOS,NY,RAVENA,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,RENSSELAER,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,CT,RIDGEFIELD,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,SAG HARBOR,,,,,,,,,,,,,,,,,,,,,,,,,1303,,,,,,,,,,1389,,,,1389," $1,539.00 "," $1,514.00 "," $1,489.00 ",EWR,86
USBOS,NY,SAINT JOHNSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NY,SCHENEVUS,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,1109,,,,1195," $1,345.00 "," $1,320.00 "," $1,295.00 ",EWR,86
USBOS,NY,SCHODACK LANDING,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,ME,SOUTHPORT,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,STONY CREEK,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NJ,WANAQUE,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NY,WARRENSBURG,,,,,,,,,,,,,,,,,,,,,,,,,1195,,,,,,,,,,1109,,,,1195," $1,345.00 "," $1,320.00 "," $1,295.00 ",EWR,86
USBOS,NJ,WAYNE,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USBOS,NY,WEST SAND LAKE,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,VT,WEST TOPSHAM,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,WESTTOWN,,,,,,,,,,,,,,,,,,,,,,,,,1175,,,,,,,,,,1089,,,,1175," $1,325.00 "," $1,300.00 "," $1,275.00 ",EWR,86
USBOS,ME,WINDSOR,,,,,,,,,,,,,,,,,,,,,,,,,773,,,,,,,,,,859,,,,859," $1,009.00 ", $984.00 , $959.00 ,EWR,86
USBOS,NY,WURTSBORO,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,1099,,,,1185," $1,335.00 "," $1,310.00 "," $1,285.00 ",EWR,86
USCHI,WI,ARENA,,,,,,899,875,,,,,,,,883,,,,,,,,,,789,,,,,,,,,,,,895,,875," $1,025.00 ", $975.00 , $925.00 ,ORD,86
USCHI,NE,BEATRICE,,,,,,2388,2300,,,,,,,,2398,,,,,,,,,,2214,,,,,,,,,,,,,,2300," $2,450.00 "," $2,400.00 "," $2,350.00 ",ORD,86
USCHI,NE,COZAD,,,,,,2825,2600,,,,,,,,2835,,,,,,,,,,2686,,,,,,,,,,,,,,2686," $2,836.00 "," $2,786.00 "," $2,736.00 ",ORD,86
USCHI,IA,DENVER,,,,,,1367,1245,,,,,,,,1377,,,,,,,,,,1159,,,,,,,,,,,,,,1245," $1,395.00 "," $1,345.00 "," $1,295.00 ",ORD,86
USCHI,OH,GYPSUM,,,,,,1355,1245,,,,,,,,1365,,,,,,,,,,1159,,,,,,,,,,,,,,1245," $1,395.00 "," $1,345.00 "," $1,295.00 ",ORD,86
USCHI,OH,HICKSVILLE,,,,,,866,900,,,,,,,,876,,,,,,,,,,780,,,,,,,,,,,,,,866," $1,016.00 ", $966.00 , $916.00 ,ORD,86
USCHI,MI,HUNTINGTON WOODS,,,,,,1350,1245,,,,,,,,1360,,,,,,,,,,1159,,,,,,,,,,,,,,1245," $1,395.00 "," $1,345.00 "," $1,295.00 ",ORD,86
USCHI,MI,KEEGO HARBOR,,,,,,1344,1245,,,,,,,,1354,,,,,,,,,,1159,,,,,,,,,,,,,,1245," $1,395.00 "," $1,345.00 "," $1,295.00 ",ORD,86
USCHI,IL,LENA,,695,544,,,630,775,,,,,,,,718,,,,,,,,,,675,,,,,,,,,,,,665,,630, $780.00 , $730.00 , $680.00 ,ORD,86
USCHI,KS,LENEXA,,,,,,2332,2300,,,,,,,,2342,,,,,,,,,,2214,,,,,,,,,,,,,,2300," $2,450.00 "," $2,400.00 "," $2,350.00 ",ORD,86
USCHI,MI,LINDEN,,,,,,1349,1245,,,,,,,,1359,,,,,,,,,,1159,,,,,,,,,,,,,,1245," $1,395.00 "," $1,345.00 "," $1,295.00 ",ORD,86
USCHI,OH,RUSSIA,,,,,,1221,1125,,,,,,,,1231,,,,,,,,,,1039,,,,,,,,,,,,,,1125," $1,275.00 "," $1,225.00 "," $1,175.00 ",ORD,86
USCHI,MI,SHEPHERD,,,,,,1348,1245,,,,,,,,1358,,,,,,,,,,1159,,,,,,,,,,,,,,1245," $1,395.00 "," $1,345.00 "," $1,295.00 ",ORD,86
USCHI,WI,SOMERSET,,,,,,1914,1650,,,,,,,,1736,,,,,,,,,,1936,,,,,,,,,,,,2070,,1736," $1,886.00 "," $1,836.00 "," $1,786.00 ",ORD,86
USCHI,MI,SYLVAN LAKE,,,,,,1344,1245,,,,,,,,1354,,,,,,,,,,1159,,,,,,,,,,,,,,1245," $1,395.00 "," $1,345.00 "," $1,295.00 ",ORD,86
USCHS,SC,BELTON,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $969.00 , $944.00 ,ATL,86
USCHS,GA,BRUNSWICK,,,,,,,850,,,,,,,,835,,,,,,,,,,805,,,,,,,,,,719,,,,805, $955.00 , $905.00 , $880.00 ,ATL,86
USCHS,GA,DENTON,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $969.00 , $944.00 ,ATL,86
USCLE,PA,MILL HALL,,,,,,,1250,,,,,,,,1164,,,,,,,,,,,,,,,,,,,,,,,,1250," $1,400.00 "," $1,375.00 "," $1,350.00 ",EWR,86
USCMH,PA,CARMICHAELS,,,,,,,795,,,,,,,,881,,,,,,,,,,,,,,,,,,,,,,,,881," $1,031.00 "," $1,006.00 ", $981.00 ,EWR,86
USCMH,WV,KIMBERLY,,,,,,,795,,,,,,,,881,,,,,,,,,,,,,,,,,,,,,,,,881," $1,031.00 "," $1,006.00 ", $981.00 ,EWR,86
USCMH,KY,SHELBYVILLE,,,,,,,795,,,,,,,,881,,,,,,,,,,,,,,,,,,,,,,,,881," $1,031.00 ", $981.00 , $931.00 ,ORD,86
USDET,MI,LAWRENCE,,,,,,740,795,,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,,740, $890.00 , $840.00 , $790.00 ,ORD,86
USDET,OH,MAPLE HEIGHTS,,,,,,795,815,,,,,,,,709,,,,,,,,,,,,,,,,,,,,,,,,795, $945.00 , $895.00 , $845.00 ,ORD,86
USDET,OH,SIDNEY,,,,,,795,815,,,,,,,,709,,,,,,,,,,,,,,,,,,,,,,,,795, $945.00 , $895.00 , $845.00 ,ORD,86
USDET,MI,TEMPERANCE,,,,,,540,425,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,425, $575.00 , $525.00 , $475.00 ,ORD,86
USDET,MI,WEST BRANCH,,,,,,740,795,,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,,740, $890.00 , $840.00 , $790.00 ,ORD,86
USHOU,TX,BAY CITY,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,529,,,,529, $704.00 , $654.00 , $629.00 ,HOU,86
USHOU,TX,CHAPPELL HILL,,,,,,,,,,,,,,,,,,,,,,,,,433,,,,,,,,,,519,,,,519, $694.00 , $644.00 , $619.00 ,HOU,86
USHOU,TX,EL CAMPO,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,529,,,,529, $704.00 , $654.00 , $629.00 ,HOU,86
USHOU,TX,KARNACK,,,,,,,,,,,,,,,,,,,,,,,,,923,,,,,,,,,,1009,,,,1009," $1,184.00 "," $1,134.00 "," $1,109.00 ",HOU,86
USHOU,TX,KOUNTZE,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,529,,,,529, $704.00 , $654.00 , $629.00 ,HOU,86
USHOU,TX,LIVINGSTON,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,529,,,,529, $704.00 , $654.00 , $629.00 ,HOU,86
USHOU,TX,MAGNOLIA,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,,,,,,,449,,,,535, $710.00 , $660.00 , $635.00 ,HOU,86
USHOU,TX,SILSBEE,,,,,,,,,,,,,,,,,,,,,,,,,433,,,,,,,,,,519,,,,519, $694.00 , $644.00 , $619.00 ,HOU,86
USJAX,SC,COOSAWHATCHIE,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,679,,,,679, $829.00 , $779.00 , $754.00 ,ATL,86
USJAX,GA,DOUGLASVILLE,,,,,,1392,1300,,,,,,,,1386,,,,,,,,,,1467,,,,,,,,,,,,,,1386," $1,536.00 "," $1,486.00 "," $1,461.00 ",ATL,86
USJAX,FL,JENNINGS,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,529,,,,529, $654.00 , $629.00 , $579.00 ,MIA,86
USJAX,FL,MORRISTON,,,,,,,,,,,,,,,,,,,,,,,,,443,,,,,,,,,,529,,,,529, $654.00 , $629.00 , $579.00 ,MIA,86
USJAX,SC,PINELAND,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,,,,,679,,,,679, $829.00 , $779.00 , $754.00 ,ATL,86
USKCK,MT,PLENTYWOOD,,,,,,4629,4715,,,,,,,,,,,,,,,,,,4730,,,,5230,,,,,,,,,,4715," $4,840.00 "," $4,810.00 "," $4,765.00 ",SEA,86
USLUI,IN,LAMAR,,,,,,558.9,480,,,,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,480, $630.00 , $580.00 , $530.00 ,ORD,86
USLUI,KY,PAYNEVILLE,,,,,,350,450,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,350, $500.00 , $450.00 , $400.00 ,ORD,86
USLUI,IN,SALEM,,,,,,372.6,350,,,,,,,,264,,,,,,,,,,,,,,,,,,,,,,,,350, $500.00 , $450.00 , $400.00 ,ORD,86
USLUI,IN,TAYLORSVILLE,,,,,,558.9,480,,,,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,480, $630.00 , $580.00 , $530.00 ,ORD,86
USLUI,IN,TELL CITY,,,,,,558.9,480,,,,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,480, $630.00 , $580.00 , $530.00 ,ORD,86
USLUI,KY,TOMPKINSVILLE,,,,,,660,725,,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,,,660, $810.00 , $760.00 , $710.00 ,ORD,86
USLUI,IN,TROY,,,,,,558.9,480,,,,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,480, $630.00 , $580.00 , $530.00 ,ORD,86
USLUI,IN,WESTPORT,,,,,,558.9,480,,,,,,,,394,,,,,,,,,,,,,,,,,,,,,,,,480, $630.00 , $580.00 , $530.00 ,ORD,86
USMKC,IA,ATLANTIC,,,,,,935,950,,,,,,,,926,,,,,,,,,,840,,,,,,,,,,,,,,926," $1,076.00 "," $1,026.00 ", $976.00 ,ORD,86
USMKC,KS,CONCORDIA,,,,,,1115,1150,,,,,,,,949,,,,,,,,,,1035,,,,,,,,,,,,,,1035," $1,185.00 "," $1,135.00 "," $1,085.00 ",ORD,86
USNYC,PA,BAKERSTOWN,,,,,,,1641,,,,,,,,1756,,,,,,,,,,1555,,,,,,,,,,,,,,1641," $1,791.00 "," $1,766.00 "," $1,741.00 ",EWR,86
USNYC,NY,BARNEVELD,,,,,,,1169,,,,,,,,1485,,,,,,,,,,1255,,,,,,,,,,1459,,,,1255," $1,405.00 "," $1,380.00 "," $1,355.00 ",EWR,86
USNYC,NJ,BELLEVILLE,,,,,425,,500,,,,,,,,,,,,,,,,,,560,,,,,,,,,,339,,,,425, $575.00 , $550.00 , $525.00 ,EWR,86
USNYC,PA,BRISTOL,,,,,895,675,675,,,,,,,,,,,,,,,,,,865,,,,,,,,,,589,,,,675, $825.00 , $800.00 , $775.00 ,EWR,86
USNYC,PA,CHAMBERSBURG,,,,,2394,,1200,,,,,,,,,,,,,,,,,,1155,,,,1135,,,,,,1049,,,,1135," $1,285.00 "," $1,260.00 "," $1,235.00 ",EWR,86
USNYC,NY,CRARYVILLE,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USNYC,NY,HANCOCK,,,,,,,956,,,,,,,,966,,,,,,,,,,925,,,,,,,,,,839,,,,925," $1,075.00 "," $1,050.00 "," $1,025.00 ",EWR,86
USNYC,NJ,MIDDLESEX,,,,,,,445,,,,,,,,455,,,,,,,,,,480,,,,,,,,,,359,,,,445, $595.00 , $570.00 , $545.00 ,EWR,86
USNYC,NJ,MOUNTAINSIDE,,,,,,,425,,,,,,,,415,,,,,,,,,,420,,,,,,,,,,329,,,,415, $565.00 , $540.00 , $515.00 ,EWR,86
USNYC,NY,ROUND TOP,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USNYC,PA,SCHAEFFERSTOWN,,,,,,,830,,,,,,,,713,,,,,,,,,,,,,,,,,,,,799,,,,799, $949.00 , $924.00 , $899.00 ,EWR,86
USNYC,NJ,SEWAREN,,,,,,,405,,,,,,,,415,,,,,,,,,,435,,,,,,,,,,319,,,,405, $555.00 , $530.00 , $505.00 ,EWR,86
USNYC,NJ,SPRINGFIELD,,,,,,,405,,,,,,,,415,,,,,,,,,,420,,,,,,,,,,319,,,,405, $555.00 , $530.00 , $505.00 ,EWR,86
USNYC,NJ,SUMMIT,,,,,,,500,,,,,,,,415,,,,,,,,,,420,,,,,,,,,,329,,,,415, $565.00 , $540.00 , $515.00 ,EWR,86
USOAK,CA,AUBURN,,,,,,716,710,,,,,,,,,,,,,,,,,,785,,,700,424,,510,,,675,,,,,510, $635.00 , $610.00 , $585.00 ,LAX,86
USORF,NC,ALAMANCE,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $969.00 , $944.00 ,ATL,86
USORF,VA,BLAIRS,,,,,,,875,,,,,,,,905,,,,,,,,,,,,,,,,,,,,789,,,,875," $1,025.00 "," $1,000.00 ", $975.00 ,EWR,86
USORF,WV,BLOOMERY,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,1129,,,,1129," $1,279.00 "," $1,254.00 "," $1,229.00 ",EWR,86
USORF,VA,BRIDGEWATER,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,NC,CARRBORO,,,,,,,875,,,,,,,,904,,,,,,,,,,,,,,,,,,,,789,,,,875," $1,025.00 ", $975.00 , $950.00 ,ATL,86
USORF,VA,CHASE CITY,,,,,,,,,,,,,,,,,,,,,,,,,655,,,,,,,,,,569,,,,655, $805.00 , $780.00 , $755.00 ,EWR,86
USORF,MD,CLARKSBURG,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,VA,COLLINSVILLE,,,,,,,975,,,,,,,,982,,,,,,,,,,,,,,,,,,,,889,,,,975," $1,125.00 "," $1,100.00 "," $1,075.00 ",EWR,86
USORF,VA,DAYTON,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,VA,FAIRFIELD,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,VA,GRETNA,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,WV,HEDGESVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1063,,,,,,,,,,1149,,,,1149," $1,299.00 "," $1,274.00 "," $1,249.00 ",EWR,86
USORF,MD,HIGHLAND,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,NC,HOLLY SPRINGS,,,,,,,875,,,,,,,,912,,,,,,,,,,,,,,,,,,,,789,,,,875," $1,025.00 ", $975.00 , $950.00 ,ATL,86
USORF,NC,HOPE MILLS,,,,,,,1015,,,,,,,,1005,,,,,,,,,,,,,,,,,,,,919,,,,1005," $1,155.00 "," $1,105.00 "," $1,080.00 ",ATL,86
USORF,VA,LOUISA,,,,,,,665,,,,,,,,684,,,,,,,,,,,,,,,,,,,,579,,,,665, $815.00 , $790.00 , $765.00 ,EWR,86
USORF,VA,MARTINSVILLE,,,,,,,965,,,,,,,,975,,,,,,,,,,,,,,,,,,,,879,,,,965," $1,115.00 "," $1,090.00 "," $1,065.00 ",EWR,86
USORF,VA,MOUNT SOLON,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,VA,PLEASANT VALLEY,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,VA,RIDGEWAY,,,,,,,975,,,,,,,,984,,,,,,,,,,,,,,,,,,,,889,,,,975," $1,125.00 "," $1,100.00 "," $1,075.00 ",EWR,86
USORF,PA,SOUTHEASTERN,,,,,,,,,,,,,,,,,,,,,,,,,1125,,,,,,,,,,1039,,,,1125," $1,275.00 "," $1,250.00 "," $1,225.00 ",EWR,86
USORF,VA,STAUNTON,,,,,,,875,,,,,,,,894,,,,,,,,,,,,,,,,,,,,789,,,,875," $1,025.00 "," $1,000.00 ", $975.00 ,EWR,86
USORF,VA,THAXTON,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
USORF,DE,TOWNSEND,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,869,,,,869," $1,019.00 ", $994.00 , $969.00 ,EWR,86
